Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
68.4	consumer1	combined	Drop	0	0	0	0
68.4	router2	combined	Drop	0	0	0	0
68.4	router3	combined	Drop	0	0	0	0
68.4	router4	combined	Drop	0	0	0	0
68.5	consumer0	combined	Drop	0	0	0	0
68.5	consumer1	combined	Drop	0	0	0	0
68.5	router2	combined	Drop	0	0	0	0
68.5	router3	combined	Drop	0	0	0	0
68.5	router4	combined	Drop	0	0	0	0
68.6	consumer0	combined	Drop	0	0	0	0
68.6	consumer1	combined	Drop	0	0	0	0
68.6	router2	combined	Drop	0	0	0	0
68.6	router3	combined	Drop	0	0	0	0
68.6	router4	combined	Drop	0	0	0	0
68.7	consumer0	combined	Drop	0	0	0	0
68.7	consumer1	combined	Drop	0	0	0	0
68.7	router2	combined	Drop	0	0	0	0
68.7	router3	combined	Drop	0	0	0	0
68.7	router4	combined	Drop	0	0	0	0
68.8	consumer0	combined	Drop	0	0	0	0
68.8	consumer1	combined	Drop	0	0	0	0
68.8	router2	combined	Drop	0	0	0	0
68.8	router3	combined	Drop	0	0	0	0
68.8	router4	combined	Drop	0	0	0	0
68.9	consumer0	combined	Drop	0	0	0	0
68.9	consumer1	combined	Drop	0	0	0	0
68.9	router2	combined	Drop	0	0	0	0
68.9	router3	combined	Drop	0	0	0	0
68.9	router4	combined	Drop	0	0	0	0
69	consumer0	combined	Drop	0	0	0	0
69	consumer1	combined	Drop	0	0	0	0
69	router2	combined	Drop	0	0	0	0
69	router3	combined	Drop	0	0	0	0
69	router4	combined	Drop	0	0	0	0
69.1	consumer0	combined	Drop	0	0	0	0
69.1	consumer1	combined	Drop	0	0	0	0
69.1	router2	combined	Drop	0	0	0	0
69.1	router3	combined	Drop	0	0	0	0
69.1	router4	combined	Drop	0	0	0	0
69.2	consumer0	combined	Drop	0	0	0	0
69.2	consumer1	combined	Drop	0	0	0	0
69.2	router2	combined	Drop	0	0	0	0
69.2	router3	combined	Drop	0	0	0	0
69.2	router4	combined	Drop	0	0	0	0
69.3	consumer0	combined	Drop	0	0	0	0
69.3	consumer1	combined	Drop	0	0	0	0
69.3	router2	combined	Drop	0	0	0	0
69.3	router3	combined	Drop	0	0	0	0
69.3	router4	combined	Drop	0	0	0	0
69.4	consumer0	combined	Drop	0	0	0	0
69.4	consumer1	combined	Drop	0	0	0	0
69.4	router2	combined	Drop	0	0	0	0
69.4	router3	combined	Drop	0	0	0	0
69.4	router4	combined	Drop	0	0	0	0
69.5	consumer0	combined	Drop	0	0	0	0
69.5	consumer1	combined	Drop	0	0	0	0
69.5	router2	combined	Drop	0	0	0	0
69.5	router3	combined	Drop	0	0	0	0
69.5	router4	combined	Drop	0	0	0	0
69.6	consumer0	combined	Drop	0	0	0	0
69.6	consumer1	combined	Drop	0	0	0	0
69.6	router2	combined	Drop	0	0	0	0
69.6	router3	combined	Drop	0	0	0	0
69.6	router4	combined	Drop	0	0	0	0
69.7	consumer0	combined	Drop	0	0	0	0
69.7	consumer1	combined	Drop	0	0	0	0
69.7	router2	combined	Drop	0	0	0	0
69.7	router3	combined	Drop	0	0	0	0
69.7	router4	combined	Drop	0	0	0	0
69.8	consumer0	combined	Drop	0	0	0	0
69.8	consumer1	combined	Drop	0	0	0	0
69.8	router2	combined	Drop	0	0	0	0
69.8	router3	combined	Drop	0	0	0	0
69.8	router4	combined	Drop	0	0	0	0
69.9	consumer0	combined	Drop	0	0	0	0
69.9	consumer1	combined	Drop	0	0	0	0
69.9	router2	combined	Drop	0	0	0	0
69.9	router3	combined	Drop	0	0	0	0
69.9	router4	combined	Drop	0	0	0	0
70	consumer0	combined	Drop	0	0	0	0
70	consumer1	combined	Drop	0	0	0	0
70	router2	combined	Drop	0	0	0	0
70	router3	combined	Drop	0	0	0	0
70	router4	combined	Drop	0	0	0	0
70.1	consumer0	combined	Drop	0	0	0	0
70.1	consumer1	combined	Drop	0	0	0	0
70.1	router2	combined	Drop	0	0	0	0
70.1	router3	combined	Drop	0	0	0	0
70.1	router4	combined	Drop	0	0	0	0
70.2	consumer0	combined	Drop	0	0	0	0
70.2	consumer1	combined	Drop	0	0	0	0
70.2	router2	combined	Drop	0	0	0	0
70.2	router3	combined	Drop	0	0	0	0
70.2	router4	combined	Drop	0	0	0	0
70.3	consumer0	combined	Drop	0	0	0	0
70.3	consumer1	combined	Drop	0	0	0	0
70.3	router2	combined	Drop	0	0	0	0
70.3	router3	combined	Drop	0	0	0	0
70.3	router4	combined	Drop	0	0	0	0
70.4	consumer0	combined	Drop	0	0	0	0
70.4	consumer1	combined	Drop	0	0	0	0
70.4	router2	combined	Drop	0	0	0	0
70.4	router3	combined	Drop	0	0	0	0
70.4	router4	combined	Drop	0	0	0	0
70.5	consumer0	combined	Drop	0	0	0	0
70.5	consumer1	combined	Drop	0	0	0	0
70.5	router2	combined	Drop	0	0	0	0
70.5	router3	combined	Drop	0	0	0	0
70.5	router4	combined	Drop	0	0	0	0
70.6	consumer0	combined	Drop	0	0	0	0
70.6	consumer1	combined	Drop	0	0	0	0
70.6	router2	combined	Drop	0	0	0	0
70.6	router3	combined	Drop	0	0	0	0
70.6	router4	combined	Drop	0	0	0	0
70.7	consumer0	combined	Drop	0	0	0	0
70.7	consumer1	combined	Drop	0	0	0	0
70.7	router2	combined	Drop	0	0	0	0
70.7	router3	combined	Drop	0	0	0	0
70.7	router4	combined	Drop	0	0	0	0
70.8	consumer0	combined	Drop	0	0	0	0
70.8	consumer1	combined	Drop	0	0	0	0
70.8	router2	combined	Drop	0	0	0	0
70.8	router3	combined	Drop	0	0	0	0
70.8	router4	combined	Drop	0	0	0	0
70.9	consumer0	combined	Drop	0	0	0	0
70.9	consumer1	combined	Drop	0	0	0	0
70.9	router2	combined	Drop	0	0	0	0
70.9	router3	combined	Drop	0	0	0	0
70.9	router4	combined	Drop	0	0	0	0
71	consumer0	combined	Drop	0	0	0	0
71	consumer1	combined	Drop	0	0	0	0
71	router2	combined	Drop	0	0	0	0
71	router3	combined	Drop	0	0	0	0
71	router4	combined	Drop	0	0	0	0
71.1	consumer0	combined	Drop	0	0	0	0
71.1	consumer1	combined	Drop	0	0	0	0
71.1	router2	combined	Drop	0	0	0	0
71.1	router3	combined	Drop	0	0	0	0
71.1	router4	combined	Drop	0	0	0	0
71.2	consumer0	combined	Drop	0	0	0	0
71.2	consumer1	combined	Drop	0	0	0	0
71.2	router2	combined	Drop	0	0	0	0
71.2	router3	combined	Drop	0	0	0	0
71.2	router4	combined	Drop	0	0	0	0
71.3	consumer0	combined	Drop	0	0	0	0
71.3	consumer1	combined	Drop	0	0	0	0
71.3	router2	combined	Drop	0	0	0	0
71.3	router3	combined	Drop	0	0	0	0
71.3	router4	combined	Drop	0	0	0	0
71.4	consumer0	combined	Drop	0	0	0	0
71.4	consumer1	combined	Drop	0	0	0	0
71.4	router2	combined	Drop	0	0	0	0
71.4	router3	combined	Drop	0	0	0	0
71.4	router4	combined	Drop	0	0	0	0
71.5	consumer0	combined	Drop	0	0	0	0
71.5	consumer1	combined	Drop	0	0	0	0
71.5	router2	combined	Drop	0	0	0	0
71.5	router3	combined	Drop	0	0	0	0
71.5	router4	combined	Drop	0	0	0	0
71.6	consumer0	combined	Drop	0	0	0	0
71.6	consumer1	combined	Drop	0	0	0	0
71.6	router2	combined	Drop	0	0	0	0
71.6	router3	combined	Drop	0	0	0	0
71.6	router4	combined	Drop	0	0	0	0
71.7	consumer0	combined	Drop	0	0	0	0
71.7	consumer1	combined	Drop	0	0	0	0
71.7	router2	combined	Drop	0	0	0	0
71.7	router3	combined	Drop	0	0	0	0
71.7	router4	combined	Drop	0	0	0	0
71.8	consumer0	combined	Drop	0	0	0	0
71.8	consumer1	combined	Drop	0	0	0	0
71.8	router2	combined	Drop	0	0	0	0
71.8	router3	combined	Drop	0	0	0	0
71.8	router4	combined	Drop	0	0	0	0
71.9	consumer0	combined	Drop	0	0	0	0
71.9	consumer1	combined	Drop	0	0	0	0
71.9	router2	combined	Drop	0	0	0	0
71.9	router3	combined	Drop	0	0	0	0
71.9	router4	combined	Drop	0	0	0	0
72	consumer0	combined	Drop	0	0	0	0
72	consumer1	combined	Drop	0	0	0	0
72	router2	combined	Drop	0	0	0	0
72	router3	combined	Drop	0	0	0	0
72	router4	combined	Drop	0	0	0	0
72.1	consumer0	combined	Drop	0	0	0	0
72.1	consumer1	combined	Drop	0	0	0	0
72.1	router2	combined	Drop	0	0	0	0
72.1	router3	combined	Drop	0	0	0	0
72.1	router4	combined	Drop	0	0	0	0
72.2	consumer0	combined	Drop	0	0	0	0
72.2	consumer1	combined	Drop	0	0	0	0
72.2	router2	combined	Drop	0	0	0	0
72.2	router3	combined	Drop	0	0	0	0
72.2	router4	combined	Drop	0	0	0	0
72.3	consumer0	combined	Drop	0	0	0	0
72.3	consumer1	combined	Drop	0	0	0	0
72.3	router2	combined	Drop	0	0	0	0
72.3	router3	combined	Drop	0	0	0	0
72.3	router4	combined	Drop	0	0	0	0
72.4	consumer0	combined	Drop	0	0	0	0
72.4	consumer1	combined	Drop	0	0	0	0
72.4	router2	combined	Drop	0	0	0	0
72.4	router3	combined	Drop	0	0	0	0
72.4	router4	combined	Drop	0	0	0	0
72.5	consumer0	combined	Drop	0	0	0	0
72.5	consumer1	combined	Drop	0	0	0	0
72.5	router2	combined	Drop	0	0	0	0
72.5	router3	combined	Drop	0	0	0	0
72.5	router4	combined	Drop	0	0	0	0
72.6	consumer0	combined	Drop	0	0	0	0
72.6	consumer1	combined	Drop	0	0	0	0
72.6	router2	combined	Drop	0	0	0	0
72.6	router3	combined	Drop	0	0	0	0
72.6	router4	combined	Drop	0	0	0	0
72.7	consumer0	combined	Drop	0	0	0	0
72.7	consumer1	combined	Drop	0	0	0	0
72.7	router2	combined	Drop	0	0	0	0
72.7	router3	combined	Drop	0	0	0	0
72.7	router4	combined	Drop	0	0	0	0
72.8	consumer0	combined	Drop	0	0	0	0
72.8	consumer1	combined	Drop	0	0	0	0
72.8	router2	combined	Drop	0	0	0	0
72.8	router3	combined	Drop	0	0	0	0
72.8	router4	combined	Drop	0	0	0	0
72.9	consumer0	combined	Drop	0	0	0	0
72.9	consumer1	combined	Drop	0	0	0	0
72.9	router2	combined	Drop	0	0	0	0
72.9	router3	combined	Drop	0	0	0	0
72.9	router4	combined	Drop	0	0	0	0
73	consumer0	combined	Drop	0	0	0	0
73	consumer1	combined	Drop	0	0	0	0
73	router2	combined	Drop	0	0	0	0
73	router3	combined	Drop	0	0	0	0
73	router4	combined	Drop	0	0	0	0
73.1	consumer0	combined	Drop	0	0	0	0
73.1	consumer1	combined	Drop	0	0	0	0
73.1	router2	combined	Drop	0	0	0	0
73.1	router3	combined	Drop	0	0	0	0
73.1	router4	combined	Drop	0	0	0	0
73.2	consumer0	combined	Drop	0	0	0	0
73.2	consumer1	combined	Drop	0	0	0	0
73.2	router2	combined	Drop	0	0	0	0
73.2	router3	combined	Drop	0	0	0	0
73.2	router4	combined	Drop	0	0	0	0
73.3	consumer0	combined	Drop	0	0	0	0
73.3	consumer1	combined	Drop	0	0	0	0
73.3	router2	combined	Drop	0	0	0	0
73.3	router3	combined	Drop	0	0	0	0
73.3	router4	combined	Drop	0	0	0	0
73.4	consumer0	combined	Drop	0	0	0	0
73.4	consumer1	combined	Drop	0	0	0	0
73.4	router2	combined	Drop	0	0	0	0
73.4	router3	combined	Drop	0	0	0	0
73.4	router4	combined	Drop	0	0	0	0
73.5	consumer0	combined	Drop	0	0	0	0
73.5	consumer1	combined	Drop	0	0	0	0
73.5	router2	combined	Drop	0	0	0	0
73.5	router3	combined	Drop	0	0	0	0
73.5	router4	combined	Drop	0	0	0	0
73.6	consumer0	combined	Drop	0	0	0	0
73.6	consumer1	combined	Drop	0	0	0	0
73.6	router2	combined	Drop	0	0	0	0
73.6	router3	combined	Drop	0	0	0	0
73.6	router4	combined	Drop	0	0	0	0
73.7	consumer0	combined	Drop	0	0	0	0
73.7	consumer1	combined	Drop	0	0	0	0
73.7	router2	combined	Drop	0	0	0	0
73.7	router3	combined	Drop	0	0	0	0
73.7	router4	combined	Drop	0	0	0	0
73.8	consumer0	combined	Drop	0	0	0	0
73.8	consumer1	combined	Drop	0	0	0	0
73.8	router2	combined	Drop	0	0	0	0
73.8	router3	combined	Drop	0	0	0	0
73.8	router4	combined	Drop	0	0	0	0
73.9	consumer0	combined	Drop	0	0	0	0
73.9	consumer1	combined	Drop	0	0	0	0
73.9	router2	combined	Drop	0	0	0	0
73.9	router3	combined	Drop	0	0	0	0
73.9	router4	combined	Drop	0	0	0	0
74	consumer0	combined	Drop	0	0	0	0
74	consumer1	combined	Drop	0	0	0	0
74	router2	combined	Drop	0	0	0	0
74	router3	combined	Drop	0	0	0	0
74	router4	combined	Drop	0	0	0	0
74.1	consumer0	combined	Drop	0	0	0	0
74.1	consumer1	combined	Drop	0	0	0	0
74.1	router2	combined	Drop	0	0	0	0
74.1	router3	combined	Drop	0	0	0	0
74.1	router4	combined	Drop	0	0	0	0
74.2	consumer0	combined	Drop	0	0	0	0
74.2	consumer1	combined	Drop	0	0	0	0
74.2	router2	combined	Drop	0	0	0	0
74.2	router3	combined	Drop	0	0	0	0
74.2	router4	combined	Drop	0	0	0	0
74.3	consumer0	combined	Drop	0	0	0	0
74.3	consumer1	combined	Drop	0	0	0	0
74.3	router2	combined	Drop	0	0	0	0
74.3	router3	combined	Drop	0	0	0	0
74.3	router4	combined	Drop	0	0	0	0
74.4	consumer0	combined	Drop	0	0	0	0
74.4	consumer1	combined	Drop	0	0	0	0
74.4	router2	combined	Drop	0	0	0	0
74.4	router3	combined	Drop	0	0	0	0
74.4	router4	combined	Drop	0	0	0	0
74.5	consumer0	combined	Drop	0	0	0	0
74.5	consumer1	combined	Drop	0	0	0	0
74.5	router2	combined	Drop	0	0	0	0
74.5	router3	combined	Drop	0	0	0	0
74.5	router4	combined	Drop	0	0	0	0
74.6	consumer0	combined	Drop	0	0	0	0
74.6	consumer1	combined	Drop	0	0	0	0
74.6	router2	combined	Drop	0	0	0	0
74.6	router3	combined	Drop	0	0	0	0
74.6	router4	combined	Drop	0	0	0	0
74.7	consumer0	combined	Drop	0	0	0	0
74.7	consumer1	combined	Drop	0	0	0	0
74.7	router2	combined	Drop	0	0	0	0
74.7	router3	combined	Drop	0	0	0	0
74.7	router4	combined	Drop	0	0	0	0
74.8	consumer0	combined	Drop	0	0	0	0
74.8	consumer1	combined	Drop	0	0	0	0
74.8	router2	combined	Drop	0	0	0	0
74.8	router3	combined	Drop	0	0	0	0
74.8	router4	combined	Drop	0	0	0	0
74.9	consumer0	combined	Drop	0	0	0	0
74.9	consumer1	combined	Drop	0	0	0	0
74.9	router2	combined	Drop	0	0	0	0
74.9	router3	combined	Drop	0	0	0	0
74.9	router4	combined	Drop	0	0	0	0
75	consumer0	combined	Drop	0	0	0	0
75	consumer1	combined	Drop	0	0	0	0
75	router2	combined	Drop	0	0	0	0
75	router3	combined	Drop	0	0	0	0
75	router4	combined	Drop	0	0	0	0
75.1	consumer0	combined	Drop	0	0	0	0
75.1	consumer1	combined	Drop	0	0	0	0
75.1	router2	combined	Drop	0	0	0	0
75.1	router3	combined	Drop	0	0	0	0
75.1	router4	combined	Drop	0	0	0	0
75.2	consumer0	combined	Drop	0	0	0	0
75.2	consumer1	combined	Drop	0	0	0	0
75.2	router2	combined	Drop	0	0	0	0
75.2	router3	combined	Drop	0	0	0	0
75.2	router4	combined	Drop	0	0	0	0
75.3	consumer0	combined	Drop	0	0	0	0
75.3	consumer1	combined	Drop	0	0	0	0
75.3	router2	combined	Drop	0	0	0	0
75.3	router3	combined	Drop	0	0	0	0
75.3	router4	combined	Drop	0	0	0	0
75.4	consumer0	combined	Drop	0	0	0	0
75.4	consumer1	combined	Drop	0	0	0	0
75.4	router2	combined	Drop	0	0	0	0
75.4	router3	combined	Drop	0	0	0	0
75.4	router4	combined	Drop	0	0	0	0
75.5	consumer0	combined	Drop	0	0	0	0
75.5	consumer1	combined	Drop	0	0	0	0
75.5	router2	combined	Drop	0	0	0	0
75.5	router3	combined	Drop	0	0	0	0
75.5	router4	combined	Drop	0	0	0	0
75.6	consumer0	combined	Drop	0	0	0	0
75.6	consumer1	combined	Drop	0	0	0	0
75.6	router2	combined	Drop	0	0	0	0
75.6	router3	combined	Drop	0	0	0	0
75.6	router4	combined	Drop	0	0	0	0
75.7	consumer0	combined	Drop	0	0	0	0
75.7	consumer1	combined	Drop	0	0	0	0
75.7	router2	combined	Drop	0	0	0	0
75.7	router3	combined	Drop	0	0	0	0
75.7	router4	combined	Drop	0	0	0	0
75.8	consumer0	combined	Drop	0	0	0	0
75.8	consumer1	combined	Drop	0	0	0	0
75.8	router2	combined	Drop	0	0	0	0
75.8	router3	combined	Drop	0	0	0	0
75.8	router4	combined	Drop	0	0	0	0
75.9	consumer0	combined	Drop	0	0	0	0
75.9	consumer1	combined	Drop	0	0	0	0
75.9	router2	combined	Drop	0	0	0	0
75.9	router3	combined	Drop	0	0	0	0
75.9	router4	combined	Drop	0	0	0	0
76	consumer0	combined	Drop	0	0	0	0
76	consumer1	combined	Drop	0	0	0	0
76	router2	combined	Drop	0	0	0	0
76	router3	combined	Drop	0	0	0	0
76	router4	combined	Drop	0	0	0	0
76.1	consumer0	combined	Drop	0	0	0	0
76.1	consumer1	combined	Drop	0	0	0	0
76.1	router2	combined	Drop	0	0	0	0
76.1	router3	combined	Drop	0	0	0	0
76.1	router4	combined	Drop	0	0	0	0
76.2	consumer0	combined	Drop	0	0	0	0
76.2	consumer1	combined	Drop	0	0	0	0
76.2	router2	combined	Drop	0	0	0	0
76.2	router3	combined	Drop	0	0	0	0
76.2	router4	combined	Drop	0	0	0	0
76.3	consumer0	combined	Drop	0	0	0	0
76.3	consumer1	combined	Drop	0	0	0	0
76.3	router2	combined	Drop	0	0	0	0
76.3	router3	combined	Drop	0	0	0	0
76.3	router4	combined	Drop	0	0	0	0
76.4	consumer0	combined	Drop	0	0	0	0
76.4	consumer1	combined	Drop	0	0	0	0
76.4	router2	combined	Drop	0	0	0	0
76.4	router3	combined	Drop	0	0	0	0
76.4	router4	combined	Drop	0	0	0	0
76.5	consumer0	combined	Drop	0	0	0	0
76.5	consumer1	combined	Drop	0	0	0	0
76.5	router2	combined	Drop	0	0	0	0
76.5	router3	combined	Drop	0	0	0	0
76.5	router4	combined	Drop	0	0	0	0
76.6	consumer0	combined	Drop	0	0	0	0
76.6	consumer1	combined	Drop	0	0	0	0
76.6	router2	combined	Drop	0	0	0	0
76.6	router3	combined	Drop	0	0	0	0
76.6	router4	combined	Drop	0	0	0	0
76.7	consumer0	combined	Drop	0	0	0	0
76.7	consumer1	combined	Drop	0	0	0	0
76.7	router2	combined	Drop	0	0	0	0
76.7	router3	combined	Drop	0	0	0	0
76.7	router4	combined	Drop	0	0	0	0
76.8	consumer0	combined	Drop	0	0	0	0
76.8	consumer1	combined	Drop	0	0	0	0
76.8	router2	combined	Drop	0	0	0	0
76.8	router3	combined	Drop	0	0	0	0
76.8	router4	combined	Drop	0	0	0	0
76.9	consumer0	combined	Drop	0	0	0	0
76.9	consumer1	combined	Drop	0	0	0	0
76.9	router2	combined	Drop	0	0	0	0
76.9	router3	combined	Drop	0	0	0	0
76.9	router4	combined	Drop	0	0	0	0
77	consumer0	combined	Drop	0	0	0	0
77	consumer1	combined	Drop	0	0	0	0
77	router2	combined	Drop	0	0	0	0
77	router3	combined	Drop	0	0	0	0
77	router4	combined	Drop	0	0	0	0
77.1	consumer0	combined	Drop	0	0	0	0
77.1	consumer1	combined	Drop	0	0	0	0
77.1	router2	combined	Drop	0	0	0	0
77.1	router3	combined	Drop	0	0	0	0
77.1	router4	combined	Drop	0	0	0	0
77.2	consumer0	combined	Drop	0	0	0	0
77.2	consumer1	combined	Drop	0	0	0	0
77.2	router2	combined	Drop	0	0	0	0
77.2	router3	combined	Drop	0	0	0	0
77.2	router4	combined	Drop	0	0	0	0
77.3	consumer0	combined	Drop	0	0	0	0
77.3	consumer1	combined	Drop	0	0	0	0
77.3	router2	combined	Drop	0	0	0	0
77.3	router3	combined	Drop	0	0	0	0
77.3	router4	combined	Drop	0	0	0	0
77.4	consumer0	combined	Drop	0	0	0	0
77.4	consumer1	combined	Drop	0	0	0	0
77.4	router2	combined	Drop	0	0	0	0
77.4	router3	combined	Drop	0	0	0	0
77.4	router4	combined	Drop	0	0	0	0
77.5	consumer0	combined	Drop	0	0	0	0
77.5	consumer1	combined	Drop	0	0	0	0
77.5	router2	combined	Drop	0	0	0	0
77.5	router3	combined	Drop	0	0	0	0
77.5	router4	combined	Drop	0	0	0	0
77.6	consumer0	combined	Drop	0	0	0	0
77.6	consumer1	combined	Drop	0	0	0	0
77.6	router2	combined	Drop	0	0	0	0
77.6	router3	combined	Drop	0	0	0	0
77.6	router4	combined	Drop	0	0	0	0
77.7	consumer0	combined	Drop	0	0	0	0
77.7	consumer1	combined	Drop	0	0	0	0
77.7	router2	combined	Drop	0	0	0	0
77.7	router3	combined	Drop	0	0	0	0
77.7	router4	combined	Drop	0	0	0	0
77.8	consumer0	combined	Drop	0	0	0	0
77.8	consumer1	combined	Drop	0	0	0	0
77.8	router2	combined	Drop	0	0	0	0
77.8	router3	combined	Drop	0	0	0	0
77.8	router4	combined	Drop	0	0	0	0
77.9	consumer0	combined	Drop	0	0	0	0
77.9	consumer1	combined	Drop	0	0	0	0
77.9	router2	combined	Drop	0	0	0	0
77.9	router3	combined	Drop	0	0	0	0
77.9	router4	combined	Drop	0	0	0	0
78	consumer0	combined	Drop	0	0	0	0
78	consumer1	combined	Drop	0	0	0	0
78	router2	combined	Drop	0	0	0	0
78	router3	combined	Drop	0	0	0	0
78	router4	combined	Drop	0	0	0	0
78.1	consumer0	combined	Drop	0	0	0	0
78.1	consumer1	combined	Drop	0	0	0	0
78.1	router2	combined	Drop	0	0	0	0
78.1	router3	combined	Drop	0	0	0	0
78.1	router4	combined	Drop	0	0	0	0
78.2	consumer0	combined	Drop	0	0	0	0
78.2	consumer1	combined	Drop	0	0	0	0
78.2	router2	combined	Drop	0	0	0	0
78.2	router3	combined	Drop	0	0	0	0
78.2	router4	combined	Drop	0	0	0	0
78.3	consumer0	combined	Drop	0	0	0	0
78.3	consumer1	combined	Drop	0	0	0	0
78.3	router2	combined	Drop	0	0	0	0
78.3	router3	combined	Drop	0	0	0	0
78.3	router4	combined	Drop	0	0	0	0
78.4	consumer0	combined	Drop	0	0	0	0
78.4	consumer1	combined	Drop	0	0	0	0
78.4	router2	combined	Drop	0	0	0	0
78.4	router3	combined	Drop	0	0	0	0
78.4	router4	combined	Drop	0	0	0	0
78.5	consumer0	combined	Drop	0	0	0	0
78.5	consumer1	combined	Drop	0	0	0	0
78.5	router2	combined	Drop	0	0	0	0
78.5	router3	combined	Drop	0	0	0	0
78.5	router4	combined	Drop	0	0	0	0
78.6	consumer0	combined	Drop	0	0	0	0
78.6	consumer1	combined	Drop	0	0	0	0
78.6	router2	combined	Drop	0	0	0	0
78.6	router3	combined	Drop	0	0	0	0
78.6	router4	combined	Drop	0	0	0	0
78.7	consumer0	combined	Drop	0	0	0	0
78.7	consumer1	combined	Drop	0	0	0	0
78.7	router2	combined	Drop	0	0	0	0
78.7	router3	combined	Drop	0	0	0	0
78.7	router4	combined	Drop	0	0	0	0
78.8	consumer0	combined	Drop	0	0	0	0
78.8	consumer1	combined	Drop	0	0	0	0
78.8	router2	combined	Drop	0	0	0	0
78.8	router3	combined	Drop	0	0	0	0
78.8	router4	combined	Drop	0	0	0	0
78.9	consumer0	combined	Drop	0	0	0	0
78.9	consumer1	combined	Drop	0	0	0	0
78.9	router2	combined	Drop	0	0	0	0
78.9	router3	combined	Drop	0	0	0	0
78.9	router4	combined	Drop	0	0	0	0
79	consumer0	combined	Drop	0	0	0	0
79	consumer1	combined	Drop	0	0	0	0
79	router2	combined	Drop	0	0	0	0
79	router3	combined	Drop	0	0	0	0
79	router4	combined	Drop	0	0	0	0
79.1	consumer0	combined	Drop	0	0	0	0
79.1	consumer1	combined	Drop	0	0	0	0
79.1	router2	combined	Drop	0	0	0	0
79.1	router3	combined	Drop	0	0	0	0
79.1	router4	combined	Drop	0	0	0	0
79.2	consumer0	combined	Drop	0	0	0	0
79.2	consumer1	combined	Drop	0	0	0	0
79.2	router2	combined	Drop	0	0	0	0
79.2	router3	combined	Drop	0	0	0	0
79.2	router4	combined	Drop	0	0	0	0
79.3	consumer0	combined	Drop	0	0	0	0
79.3	consumer1	combined	Drop	0	0	0	0
79.3	router2	combined	Drop	0	0	0	0
79.3	router3	combined	Drop	0	0	0	0
79.3	router4	combined	Drop	0	0	0	0
79.4	consumer0	combined	Drop	0	0	0	0
79.4	consumer1	combined	Drop	0	0	0	0
79.4	router2	combined	Drop	0	0	0	0
79.4	router3	combined	Drop	0	0	0	0
79.4	router4	combined	Drop	0	0	0	0
79.5	consumer0	combined	Drop	0	0	0	0
79.5	consumer1	combined	Drop	0	0	0	0
79.5	router2	combined	Drop	0	0	0	0
79.5	router3	combined	Drop	0	0	0	0
79.5	router4	combined	Drop	0	0	0	0
79.6	consumer0	combined	Drop	0	0	0	0
79.6	consumer1	combined	Drop	0	0	0	0
79.6	router2	combined	Drop	0	0	0	0
79.6	router3	combined	Drop	0	0	0	0
79.6	router4	combined	Drop	0	0	0	0
79.7	consumer0	combined	Drop	0	0	0	0
79.7	consumer1	combined	Drop	0	0	0	0
79.7	router2	combined	Drop	0	0	0	0
79.7	router3	combined	Drop	0	0	0	0
79.7	router4	combined	Drop	0	0	0	0
79.8	consumer0	combined	Drop	0	0	0	0
79.8	consumer1	combined	Drop	0	0	0	0
79.8	router2	combined	Drop	0	0	0	0
79.8	router3	combined	Drop	0	0	0	0
79.8	router4	combined	Drop	0	0	0	0
79.9	consumer0	combined	Drop	0	0	0	0
79.9	consumer1	combined	Drop	0	0	0	0
79.9	router2	combined	Drop	0	0	0	0
79.9	router3	combined	Drop	0	0	0	0
79.9	router4	combined	Drop	0	0	0	0
80	consumer0	combined	Drop	0	0	0	0
80	consumer1	combined	Drop	0	0	0	0
80	router2	combined	Drop	0	0	0	0
80	router3	combined	Drop	0	0	0	0
80	router4	combined	Drop	0	0	0	0
80.1	consumer0	combined	Drop	0	0	0	0
80.1	consumer1	combined	Drop	0	0	0	0
80.1	router2	combined	Drop	0	0	0	0
80.1	router3	combined	Drop	0	0	0	0
80.1	router4	combined	Drop	0	0	0	0
80.2	consumer0	combined	Drop	0	0	0	0
80.2	consumer1	combined	Drop	0	0	0	0
80.2	router2	combined	Drop	0	0	0	0
80.2	router3	combined	Drop	0	0	0	0
80.2	router4	combined	Drop	0	0	0	0
80.3	consumer0	combined	Drop	0	0	0	0
80.3	consumer1	combined	Drop	0	0	0	0
80.3	router2	combined	Drop	0	0	0	0
80.3	router3	combined	Drop	0	0	0	0
80.3	router4	combined	Drop	0	0	0	0
80.4	consumer0	combined	Drop	0	0	0	0
80.4	consumer1	combined	Drop	0	0	0	0
80.4	router2	combined	Drop	0	0	0	0
80.4	router3	combined	Drop	0	0	0	0
80.4	router4	combined	Drop	0	0	0	0
80.5	consumer0	combined	Drop	0	0	0	0
80.5	consumer1	combined	Drop	0	0	0	0
80.5	router2	combined	Drop	0	0	0	0
80.5	router3	combined	Drop	0	0	0	0
80.5	router4	combined	Drop	0	0	0	0
80.6	consumer0	combined	Drop	0	0	0	0
80.6	consumer1	combined	Drop	0	0	0	0
80.6	router2	combined	Drop	0	0	0	0
80.6	router3	combined	Drop	0	0	0	0
80.6	router4	combined	Drop	0	0	0	0
80.7	consumer0	combined	Drop	0	0	0	0
80.7	consumer1	combined	Drop	0	0	0	0
80.7	router2	combined	Drop	0	0	0	0
